authorId,isbn
f60842d3-be8c-45d7-89cd-3efd7d14872b,9780439023480
15b85a59-0288-47c7-a6ff-8e4ebd29a042,9780439554930
f506529e-653b-4d10-bcc2-08233e31fd18,9780439554930
38b2850c-37fd-44d8-b0f7-b18cc0233195,9780316015840
d11963c4-d7e2-4396-a8d9-9938ba08222c,9780061120080
f418b2f3-d1bb-4b9b-9d61-7307ef9288c7,9780743273560
0694ae11-926d-4131-ba16-b119a683bfc3,9780525478810
7949d636-e56b-4026-882a-3bd6297af495,9780618260300
73ffa150-96b1-4443-b838-ae2d52515570,9780316769170
2d7b734c-6b9b-48f8-bd1e-f7caeb139612,9781416524790
508b9894-ad5e-4eed-a96b-5d0a3a7d6e83,9780679783270
af88abf2-3514-4910-a8b6-ce88b2ecdd0c,9781594480000
32a54111-fe07-42e2-a105-590ce964bb75,9780062024040
a45961e8-56cb-4610-9911-b36348653bd2,9780451524940
d5573560-71f4-4252-83a7-1609b8e32d02,9780451524940
d6f04730-9d44-434f-bfe1-9cef03224008,9780451524940
a45961e8-56cb-4610-9911-b36348653bd2,9780452284240
cd98d509-5891-4e7b-9945-7125f938bc4b,9780553296980
739e1388-01c5-4799-ad42-ff1ff0407298,9780553296980
a3dd8c74-38b4-4bd4-a24f-11559037069f,9780553296980
dbb1add9-9619-4f04-8c06-779bca3bf485,9780307269750
d929b70d-18e8-48da-beaf-bb63e5a348bf,9780307269750
f60842d3-be8c-45d7-89cd-3efd7d14872b,9780439023500
15b85a59-0288-47c7-a6ff-8e4ebd29a042,9780439655480
f506529e-653b-4d10-bcc2-08233e31fd18,9780439655480
b43e5081-4b33-4633-b9a2-118888010dd3,9780439655480
7949d636-e56b-4026-882a-3bd6297af495,9780618346260
f60842d3-be8c-45d7-89cd-3efd7d14872b,9780439023510
15b85a59-0288-47c7-a6ff-8e4ebd29a042,9780439358070
f506529e-653b-4d10-bcc2-08233e31fd18,9780439358070
47350397-effe-458d-a342-987676bc361c,9780316166680
15b85a59-0288-47c7-a6ff-8e4ebd29a042,9780439064870
f506529e-653b-4d10-bcc2-08233e31fd18,9780439064870
15b85a59-0288-47c7-a6ff-8e4ebd29a042,9780439139600
f506529e-653b-4d10-bcc2-08233e31fd18,9780439139600
15b85a59-0288-47c7-a6ff-8e4ebd29a042,9780545010220
f506529e-653b-4d10-bcc2-08233e31fd18,9780545010220
2d7b734c-6b9b-48f8-bd1e-f7caeb139612,9780307277670
15b85a59-0288-47c7-a6ff-8e4ebd29a042,9780439785970
f506529e-653b-4d10-bcc2-08233e31fd18,9780439785970
9e24b6e6-0557-4835-82a2-9db78ada005f,9780140283330
b7690e29-5dac-4d96-8d1f-5420be7033d3,9780743477120
603dd79d-17c8-4cf0-85cb-ddf337a8c223,9780743477120
4dfbb930-2061-4e1f-983a-c68e7d88275f,9780297859380
f9780d56-86ca-4292-b30f-b3c8d6591b5c,9780399155340
7f5592b7-96c3-44f8-a017-c50b295c744c,9780142000670
ca9c9ab6-540e-467d-8fcd-971a8e9fc815,9780739326220
83f0c26c-526d-4a38-aa17-f295429ebda5,9781612130290
348bb222-dc26-42ab-888d-eb943eb7d1fb,9780061122420
f0189c43-7a46-42a8-9542-115be6e5a4b1,9780061122420
a87b6f45-925f-4362-87cb-37a08a51adf7,9780385732550
e3a143a4-d4a8-4147-8b58-51024dcc1907,9780060764890
71434043-f041-49a8-abb8-e316109373b9,9780965818670
72e3b7a1-a2f3-4fd4-88dc-d95903f3d22d,9780553588480
92531d93-5895-409e-90cf-26058647d801,9780143038410
c95c21d1-b67c-4477-9e47-5b683d54e69d,9780786838650
67e406dc-fda0-49f7-9296-c20e4f858027,9780451529300
1db20435-7559-44ba-9424-e39f036746d5,9780142437210
e187f99e-7a0b-4403-91f7-e34921db602e,9780142437210
165409fc-920b-4e73-b17b-137074f6f0fe,9780553816720
120526fc-ac56-4af2-97ff-ae8a00f9b9c9,9780770430080
99fb6c1a-9586-4e4e-9610-12534b9e452a,9781565125600
0047f8ed-70ca-4309-a1cc-ec103a716e20,9780375831000
64dbdf20-39be-4965-8c4e-28cc2a22f0bd,9780307347980
38b2850c-37fd-44d8-b0f7-b18cc0233195,9780316160190
0541eb4e-3802-484b-944f-98f34af9ac5d,9780060513030
3b0649e0-34fd-4f12-9523-a1607116c665,9781416914280
38b2850c-37fd-44d8-b0f7-b18cc0233195,9780316160210
aa7f2643-98d4-4abb-bf69-2807046e9d21,9780375826700
c98b15b3-734f-4842-8d9f-47e35d3c7595,9780345391800
61ade9c3-4d25-4dd8-8a09-4099ba078e11,9780060929880
38b2850c-37fd-44d8-b0f7-b18cc0233195,9780316067930
a0a734bb-64b6-474e-bfd8-2f0569dfcc32,9780142001740
9482846d-d09f-46bf-9cb9-d474893a9a16,9780142437180
a1d8d05e-d6a0-4146-8090-c0ceec0b6d5f,9780142437180
bca20986-0153-48a3-aab6-0e2d3a5d3b6b,9780142437180
ab126960-51c5-4866-8218-d8cbffe0e149,9780064410940
cf57633d-0ce7-41f2-912d-a4e4a4640332,9780064410940
59b2d6da-66ae-40eb-88b2-bef4441de8a0,9780064410940
e759637d-730d-45ca-90dc-6a7e991f5a3a,9781400032720
a8dafbbf-e81a-46ae-a434-bc26a92550c4,9781594633670
3b6f1e2b-d9d3-48f9-99ed-2f2411d56b2d,9780679879240
e65d9dd6-fbe4-432a-a541-ef41be5ed9d5,9780393978900
7ae72244-0d85-4c1f-9c3e-27c78764d906,9780393978900
1c1908e8-e766-4387-a536-59c641c03c10,9780743454540
b8a4c879-b355-4ecd-ab01-fb509e3d600f,9780385333850
59d7b62a-4faf-4921-bcbb-afb4bb17a30c,9780446675540
af88abf2-3514-4910-a8b6-ce88b2ecdd0c,9781594489500
c47a331e-b82a-4c44-aa4b-7a33e3190b90,9780671027350
32a54111-fe07-42e2-a105-590ce964bb75,9780007442910
bc46cc74-1961-407a-942c-2a2e74fa1964,9780812550700
d52b22c1-1088-4de4-8948-02816ad084a4,9780141439470
28668195-0b43-4d88-b9f3-a0e6d6e13493,9780141439470
089178a8-7dfd-485e-b973-6e8de469f6ae,9780141439470
c064f14f-b542-4e3a-8987-293ad966d06f,9780450040180
38b2850c-37fd-44d8-b0f7-b18cc0233195,9780316068050
0694ae11-926d-4131-ba16-b119a683bfc3,9780142402510
d07ca133-9442-432a-b9a9-9ff27059a3b3,9780140280100
508b9894-ad5e-4eed-a96b-5d0a3a7d6e83,9780141439660
4266781b-dc7c-4ab5-83a4-26a5ee3098b2,9780141439660
f6065596-d453-487a-b5b7-2cd9fa638a31,9780141439660
78020431-653e-4c1d-b8b2-d81ed7b700ca,9780439244190
0426abea-310a-492a-8ee1-ce3a2f6fe003,9780439244190
dc72273f-af74-4ade-b9c0-9520d1159ad0,9780307275550
482c4461-2c60-4052-aef3-7a6c91fb7a7a,9780143039950
dc62fb3f-b904-4303-8d0d-aeb7b66d2335,9780143039950
cacb8ecd-8c13-4281-8ff1-c2d9cfb44158,9780143039950
bbd6cd30-d8ec-4b5d-bbd5-267fc1c5b211,9780143039950
868b7167-6804-43de-b8d3-e196042ba62f,9780143039950
390772c4-411c-4cf8-afc6-9622abe7b008,9780156012200
4b63ce74-58eb-480f-b8df-305321b413d5,9780156012200
9bb65d41-988a-46b2-a564-e55da0ec2852,9780156012200
80fedaee-5c62-4467-83d8-59e4064d947d,9780156012200
2c8201e3-0cac-409d-8cf9-5edfae7bb157,9780743247540
e829330c-fdb7-4407-92e9-89d0b7bfc23f,9780385486800
8d9c94f3-2e40-4a8f-a2fb-c1954df2324b,9780141439600
69063561-64b8-4de5-ba36-3086b500eb0e,9780141439600
c8cddcea-aae1-4b5b-86e6-8322859ac005,9780141439600
396737b3-7743-4fd2-a19e-83809e9da279,9780307348140
0541eb4e-3802-484b-944f-98f34af9ac5d,9780060256650
57d203a5-6816-42de-8fd7-74d43109de6e,9780385338610
f45c73d4-5ed3-42ba-8bda-cc1fef92c7af,9780374500020
2fe5591a-de91-4178-9b92-5acb54fb4566,9780374500020
0694ae11-926d-4131-ba16-b119a683bfc3,9780142414930
387f4ce1-3a73-4a39-8887-e21107052d26,9780345418260
74342b11-37f8-465e-9cc1-db58cc34c676,9780140385720
73516f60-1e4c-481f-84a9-b26d3ac40ab2,9780385737940
3b36d89c-f9c0-46ad-af79-18c85dd5062c,9780061234000
021b1b9b-3dc9-4a1c-a1ef-cc9c6bd5b82a,9780061234000
4f71d56f-cd26-478e-a7c2-dc652ccd1357,9780517189600
da84dcaa-01c4-4b38-b244-f0867d491313,9780060531040
120510e7-a9b5-4f60-b3a8-a842832a1f3a,9780060531040
926d2f7e-d222-4b39-a9c6-a76027670aab,9780375751520
055ca100-bc90-4461-9f76-e0f307cefb7d,9780375751520
83f0c26c-526d-4a38-aa17-f295429ebda5,9780345803500
9b64b33a-0dc4-4d56-ae2a-cfcc8e4ed0da,9780393970130
f816a75d-b1cf-4322-94e3-889f4e2776c1,9780393970130
3a5c1e83-cd39-4ae8-86cb-c2a48bc8d24b,9780393970130
dbb1add9-9619-4f04-8c06-779bca3bf485,9780307269980
d929b70d-18e8-48da-beaf-bb63e5a348bf,9780307269980
83f0c26c-526d-4a38-aa17-f295429ebda5,9781612130580
87c1d7f1-0a16-4ec0-8a13-fcd4542fd1dc,9780060786500
639baad3-bdf3-4ac5-89c7-2d3b6d0f5127,9780349113910
488515f6-4172-4e7a-8c68-27eb86cdad33,9780099408390
c95df714-a02d-4db0-b08f-9227c66a5b40,9780140449270
8bf75179-60b2-4a1b-988b-158c8f4a8711,9780140449270
af6e0426-ce9c-4f30-b3e0-5e71ce7911ec,9780307265430
32a54111-fe07-42e2-a105-590ce964bb75,9780007524270
e55fe559-926d-4dce-9b3d-d76e26f1ed03,9780446693810
165409fc-920b-4e73-b17b-137074f6f0fe,9780440241420
e1f57a1d-e898-454f-b9ff-4d92d0e25b87,9780451525260
301cc288-a349-4fbf-835e-81698e572b36,9780553381700
e09c6e3e-019a-428e-a8ba-4b50b9c82018,9780553381700
5fa6adaf-2a5d-4efc-a722-f17cad28efc1,9780553381700
72e3b7a1-a2f3-4fd4-88dc-d95903f3d22d,9780143037150
f487e58f-44f2-4e24-a2c9-075cb70ece14,9780670026610
30560c68-62b3-4bd9-8d5f-fc9e09a77361,9780684833390
f74b5f6c-9f1c-4fe9-ad79-0afb82f07d42,9780751529810
f19be5a2-ae01-4373-8f5f-8da7d04def92,9780312422160
c5671886-1f40-4ee7-9630-93b347147d09,9780312422160
8d897e38-c438-414a-aa5b-cb6bc49bbe2b,9780143039560
9482846d-d09f-46bf-9cb9-d474893a9a16,9780440498060
bca20986-0153-48a3-aab6-0e2d3a5d3b6b,9780440498060
a1d8d05e-d6a0-4146-8090-c0ceec0b6d5f,9780440498060
8ff9a755-245e-4296-ad49-a2815d950029,9780143038090
03068306-88a2-4671-8424-269dfc4349c3,9780385490820
f47de9a3-831a-4c7d-b931-7a32bf6d806f,9780385729340
22755e04-f0bc-48fe-979a-f489e8464c92,9780060987110
25b0972d-8d5e-424e-8c09-80740dc0eaf2,9780582418270
74f2d13e-0fe1-4f9b-8679-042d2ca5820a,9780582418270
c345080a-49c4-4ea3-9b6f-3ae2164fafd2,9780316098340
190902eb-713a-4868-983a-0456ea484421,9780316098340
57d203a5-6816-42de-8fd7-74d43109de6e,9780521618750
465726c3-f2be-42f3-92e4-4bf69ba190fc,9780340839940
b7690e29-5dac-4d96-8d1f-5420be7033d3,9780316346630
ead50b1e-5821-47d4-8b9c-7828b5a927d6,9780316346630
b53c0188-1383-492d-bf6e-c631f4ff3011,9780316346630
9ae774e2-345d-4715-9e17-1684c7b71e91,9781451648540
42d16eff-930e-4a00-9e77-373a1072adef,9780451163970
adfb63e5-74aa-4490-836f-b1f7102bfc32,9780684830490
f4222824-6b15-421c-b5cb-405f279dd913,9780142000660
fba4cdff-d617-4c58-bc46-ae1a0beb4ef5,9781401308580
7f5592b7-96c3-44f8-a017-c50b295c744c,9780451528830
f19be5a2-ae01-4373-8f5f-8da7d04def92,9781416914300
b1f74d55-bb39-4f59-9106-78563e88e771,9780553573430
3b0649e0-34fd-4f12-9523-a1607116c665,9780060759960
72e3b7a1-a2f3-4fd4-88dc-d95903f3d22d,9780440242950
c3898b51-2540-4b71-9a1e-3bfebef89fc1,9780142437260
a70df3b8-7477-4261-abf6-70c609734025,9781594744760
3a5dff9a-d795-409f-a4f8-074f2cce41d8,9780307270000
a99eb449-a9ed-4073-bdbb-a3f061360db5,9780307270000
ca118e5f-221f-46e3-b945-3e8eff92e0f3,9780307270000
9a8a91ab-a835-40be-a62b-d415948427d6,9780804139020
dbb1add9-9619-4f04-8c06-779bca3bf485,9780451207140
d929b70d-18e8-48da-beaf-bb63e5a348bf,9780451207140
f0db8ff6-c32f-4feb-8ae4-a4e1ffe0fc44,9781476746590
ab957ef1-051a-4f18-bed5-d74487abedf9,9781400064170
f4eaa8b8-cbf6-4fcd-abec-5ab47a4be006,9780671027380
f4e8faf0-8562-43c5-89a7-cfe400cfd3aa,9780316055440
2d7b734c-6b9b-48f8-bd1e-f7caeb139612,9781595141710
73323e81-947d-439a-b534-2fa949813b9e,9780452287020
6441b7fb-de49-4783-a6e1-e46e44f0a61c,9780525421030
